Unnamed: 0,Age,Sex,Job,Housing,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Saving accounts_unknown,Checking account_moderate,Checking account_rich,Checking account_unknown,Risk_good
612,29,0,2,1,3357,21,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
613,22,0,2,2,3632,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
614,22,0,2,1,1808,18,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
615,48,1,3,1,12204,48,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
616,27,1,3,0,9157,60,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
617,37,1,2,2,3676,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
618,21,0,2,2,3441,30,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
619,49,1,1,1,640,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
620,27,1,2,1,3652,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
621,32,1,2,1,1530,18,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
622,38,1,2,1,3914,48,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
623,22,0,2,2,1858,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
624,65,1,2,0,2600,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
625,35,1,2,1,1979,15,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
626,41,1,2,1,2116,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
627,29,1,2,1,1437,9,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
628,36,1,2,1,4042,42,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
629,64,1,1,1,3832,9,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
630,28,0,2,1,3660,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
631,44,1,2,1,1553,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
632,23,1,2,1,1444,15,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
633,19,0,2,2,1980,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
634,25,0,1,1,1355,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
635,47,1,2,1,1393,12,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
636,28,0,2,1,1376,24,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
637,21,1,2,1,15653,60,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
638,34,0,2,1,1493,12,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
639,26,1,2,1,4370,42,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
640,27,0,0,1,750,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
641,38,1,1,1,1308,15,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
642,40,1,3,1,4623,15,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
643,33,1,2,1,1851,24,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
644,32,1,3,1,1880,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
645,27,1,2,2,7980,36,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
646,32,1,2,1,4583,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
647,26,0,2,1,1386,12,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
648,38,1,2,0,947,24,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
649,40,1,1,2,684,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
650,50,1,3,0,7476,48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
651,37,1,1,1,1922,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
652,45,1,2,1,2303,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
653,42,1,3,1,8086,36,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
654,35,1,2,1,2346,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
655,22,1,2,0,3973,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
656,41,1,1,1,888,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
657,37,1,2,1,10222,48,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
658,28,0,2,1,4221,30,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
659,41,1,2,1,6361,18,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
660,23,1,2,2,1297,12,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
661,23,1,2,1,900,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
662,50,1,2,1,2241,21,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
663,35,1,3,1,1050,6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
664,50,0,1,1,1047,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
665,27,1,3,1,6314,24,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
666,34,1,2,1,3496,30,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
667,27,0,2,1,3609,48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
668,43,1,2,2,4843,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669,47,1,2,1,3017,30,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
670,27,1,1,1,4139,24,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
671,31,1,2,1,5742,36,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
672,42,1,3,1,10366,60,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
673,24,1,2,1,2080,6,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
674,41,1,1,1,2580,21,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
675,26,0,3,2,4530,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
676,33,1,2,1,5150,24,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
677,24,1,2,1,5595,72,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
678,64,1,1,2,2384,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
679,26,0,2,1,1453,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
680,56,0,2,1,1538,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
681,37,1,2,0,2279,12,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
682,33,1,2,1,1478,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
683,47,1,2,0,5103,24,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
684,31,1,1,1,9857,36,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
685,34,1,2,0,6527,60,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
686,27,1,2,1,1347,10,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
687,30,1,2,0,2862,36,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
688,35,1,2,1,2753,9,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
689,31,1,2,1,3651,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
690,25,1,2,1,975,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
691,25,0,1,1,2631,15,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
692,29,1,2,1,2896,24,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
693,44,1,1,1,4716,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
694,28,1,2,1,2284,24,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
695,50,1,2,2,1236,6,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
696,29,1,2,1,1103,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
697,38,0,0,1,926,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
698,24,1,2,1,1800,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
699,40,1,3,2,1905,15,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
700,29,0,1,2,1123,12,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
701,46,1,2,0,6331,48,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
702,47,0,2,0,1377,24,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
703,41,1,2,1,2503,30,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
704,32,0,2,1,2528,27,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
705,35,0,2,0,5324,15,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
706,24,1,2,1,6560,48,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
707,25,0,2,2,2969,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
708,25,0,2,1,1206,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
709,37,1,1,1,2118,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
710,32,1,3,1,629,18,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
711,35,0,2,0,1198,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
712,46,1,3,1,2476,21,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
713,25,1,1,1,1138,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
714,27,1,3,1,14027,60,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
715,63,1,2,1,7596,30,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
716,40,1,2,1,3077,30,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
717,32,1,3,0,1505,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
718,31,1,2,1,3148,24,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
719,31,1,2,1,6148,20,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
720,34,1,3,1,1337,9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
721,24,0,2,2,433,6,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
722,24,0,1,1,1228,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
723,66,0,1,1,790,9,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
724,21,0,2,2,2570,27,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
725,41,0,1,1,250,6,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
726,47,1,1,1,1316,15,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
727,25,0,2,2,1882,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
728,59,0,2,2,6416,48,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
729,36,1,2,1,1275,24,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
730,33,1,2,1,6403,24,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
731,21,1,1,2,1987,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
732,44,0,1,1,760,8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
733,28,0,2,2,2603,24,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
734,37,0,2,1,3380,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
735,29,0,0,1,3990,36,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
736,23,0,3,2,11560,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
737,35,1,1,1,4380,18,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
738,45,1,3,1,6761,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
739,26,0,1,2,4280,30,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
740,32,1,2,1,2325,24,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
741,23,1,1,1,1048,10,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
742,41,1,2,1,3160,21,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
743,22,1,2,1,2483,24,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
744,30,1,3,1,14179,39,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
745,28,1,1,1,1797,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
746,23,0,2,2,2511,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
747,37,0,1,1,1274,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748,26,1,2,1,5248,21,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
749,33,1,2,1,3029,15,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
750,49,0,2,1,428,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
751,23,0,1,1,976,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
752,23,0,1,2,841,12,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
753,25,0,2,1,5771,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
754,55,1,2,0,1555,12,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
755,32,0,2,2,1285,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
756,74,1,0,1,1299,6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
757,39,1,2,0,1271,15,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
758,31,1,2,1,1393,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
759,35,1,2,1,691,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
760,59,0,2,1,5045,15,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
761,24,0,2,2,2124,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
762,24,1,1,1,2214,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
763,30,1,3,0,12680,21,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
764,27,1,2,1,2463,24,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
765,40,1,1,1,1155,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
766,31,1,1,1,3108,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
767,31,0,2,2,2901,10,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
768,28,1,2,2,3617,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
769,63,1,1,1,1655,12,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
770,26,0,2,2,2812,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
771,25,0,3,1,8065,36,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
772,36,1,3,1,3275,21,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
773,52,1,2,1,2223,24,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
774,66,1,0,0,1480,12,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
775,25,0,2,2,1371,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
776,37,1,2,1,3535,36,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
777,25,0,2,1,3509,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
778,38,1,3,1,5711,36,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
779,67,0,2,1,3872,18,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
780,25,1,2,1,4933,39,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
781,60,1,2,1,1940,24,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
782,31,1,1,1,1410,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
783,23,0,1,1,836,12,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
784,60,1,3,1,6468,20,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
785,35,1,1,1,1941,18,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
786,40,1,2,1,2675,22,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
787,38,1,2,1,2751,48,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
788,50,1,2,0,6224,48,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
789,27,1,2,1,5998,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
790,39,0,2,1,1188,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
791,41,1,3,1,6313,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
792,27,1,2,1,1221,6,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
793,51,1,2,0,2892,24,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
794,32,1,2,2,3062,24,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
795,22,0,2,2,2301,9,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
796,51,1,2,0,7511,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
797,22,0,1,2,1258,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
798,54,1,2,1,717,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
799,35,1,0,1,1549,9,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
800,54,1,2,0,1597,24,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
801,48,0,1,2,1795,18,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
802,24,0,2,1,4272,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
803,35,1,2,1,976,12,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
804,24,0,0,2,7472,12,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
805,24,1,2,1,9271,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806,26,1,1,1,590,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
807,65,1,2,1,930,12,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
808,55,1,3,0,9283,42,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
809,26,0,0,2,1778,15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
810,26,1,2,1,907,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
811,28,1,1,1,484,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
812,24,1,2,1,9629,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813,54,1,2,1,3051,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
814,46,1,2,0,3931,48,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815,54,0,2,2,7432,36,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
816,62,1,2,1,1338,6,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
817,24,0,2,2,1554,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
818,43,1,3,1,15857,36,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
819,26,1,2,1,1345,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
820,27,1,2,1,1101,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
821,24,1,2,1,3016,12,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
822,41,1,2,1,2712,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
823,47,1,1,1,731,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
824,35,1,3,1,3780,18,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
825,30,1,2,1,1602,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
826,33,0,2,2,3966,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,36,1,2,1,4165,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
828,47,1,2,0,8335,36,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
829,38,1,2,0,6681,48,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
830,44,1,2,1,2375,24,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
831,23,0,2,2,1216,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,29,1,2,2,11816,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833,42,0,2,1,5084,24,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
834,25,0,1,1,2327,15,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
835,48,1,2,1,1082,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
836,21,0,2,1,886,12,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
837,23,0,1,2,601,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
838,63,1,2,1,2957,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
839,46,1,2,1,2611,24,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
840,29,1,2,1,5179,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
841,28,1,1,1,2993,21,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
842,23,0,2,1,1943,18,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
843,50,1,2,1,1559,24,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
844,47,1,2,1,3422,18,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
845,35,1,2,1,3976,21,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
846,68,1,2,2,6761,18,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
847,28,1,2,1,1249,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
848,59,1,2,1,1364,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
849,57,1,1,1,709,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
850,33,1,2,2,2235,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
851,43,1,2,1,4042,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
852,35,1,2,0,1471,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
853,32,1,1,0,1442,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
854,45,1,2,1,10875,36,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
855,33,1,2,1,1474,24,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
856,40,0,2,1,894,10,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
857,28,1,2,0,3343,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
858,29,0,2,1,3959,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
859,26,1,2,2,3577,9,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
860,27,1,2,1,5804,24,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
861,28,1,2,1,2169,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
862,35,0,2,1,2439,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
863,32,1,1,1,4526,27,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
864,25,1,1,2,2210,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
865,20,0,2,2,2221,15,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
866,27,0,2,1,2389,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
867,42,1,2,1,3331,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
868,37,1,2,1,7409,36,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
869,24,0,2,2,652,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
870,40,0,2,1,7678,36,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
871,46,1,2,1,1343,6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
872,26,1,2,1,1382,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
873,24,0,2,1,874,15,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True
874,29,1,1,1,3590,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
875,40,0,2,1,1322,11,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
876,36,1,3,0,1940,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
877,28,1,2,1,3595,36,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
878,27,1,3,0,1422,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
879,36,1,2,1,6742,30,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
880,38,1,3,1,7814,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
881,48,1,2,0,9277,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
882,36,1,2,1,2181,30,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
883,65,0,0,1,1098,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
884,43,1,2,1,4057,24,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
885,53,0,2,1,795,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
886,34,1,2,1,2825,24,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
887,23,1,2,1,15672,48,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
888,34,1,3,1,6614,36,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
889,40,1,2,2,7824,28,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
890,43,1,3,1,2442,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
891,46,1,2,1,1829,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
892,38,1,1,1,2171,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
893,34,1,2,1,5800,36,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
894,29,1,2,1,1169,18,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
895,31,1,3,1,8947,36,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
896,28,0,3,2,2606,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
897,35,0,2,1,1592,12,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
898,33,0,1,2,2186,15,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
899,42,1,2,1,4153,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
900,43,1,2,2,2625,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
901,44,1,2,1,3485,20,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
902,42,1,2,0,10477,36,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
903,40,1,2,2,1386,15,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
904,36,1,3,1,1278,24,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
905,20,1,3,2,1107,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
906,24,1,1,1,3763,21,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
907,27,1,2,1,3711,36,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
908,46,0,1,1,3594,15,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
909,33,0,1,1,3195,9,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
910,34,0,2,1,4454,36,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
911,25,0,1,1,4736,24,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
912,25,0,2,1,2991,30,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
913,28,1,2,1,2142,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
914,31,1,2,2,3161,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
915,32,0,3,1,18424,48,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
916,32,1,2,1,2848,10,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
917,68,1,3,1,14896,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
918,33,1,2,1,2359,24,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
